estado,nome,data,cidade,distancias,organizador,link_corrida,link_oficial
SC,,08/02/2026,,15/5km,Korre Mais Eventos Esportivos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=49673&Corrida%20Mirante%20Marina,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=49673&Corrida%20Mirante%20Marina
SC,,08/02/2026,,10/5km,On Sports,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52425&Cresol%202026%20-%20Corrida%20Laranja,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52425&Cresol%202026%20-%20Corrida%20Laranja
SC,,08/02/2026,,5km,Super Crono,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51205&Corrida%20Videira%20Wine%20Run,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51205&Corrida%20Videira%20Wine%20Run
SC,,14/02/2026,,5km,Associação Taioense de Atletismo,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51163&5%AA%20Corrida%20Noturna%20de%20Tai%F3,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51163&5%AA%20Corrida%20Noturna%20de%20Tai%F3
SC,,15/02/2026,,10/5km,Squadra di Alex,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50554&Run%20for%20Fun,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50554&Run%20for%20Fun
SC,,21/02/2026,,15/10/7/4km,Ponto Eventos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51254&15%AA%20Night%20Run%20Cost%E3o,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51254&15%AA%20Night%20Run%20Cost%E3o
SC,,22/02/2026,,,LMD Eventos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52415&Obstacle%20Race%20Village%20Dunas,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52415&Obstacle%20Race%20Village%20Dunas
SC,,22/02/2026,,21/10/5km,TF Sports,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51956&Santander%20Track&Fields%20Run%20Series%20-%20Villa%20Romana%20Shopping,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51956&Santander%20Track&Fields%20Run%20Series%20-%20Villa%20Romana%20Shopping
SC,,22/02/2026,,11/6km,KW Eventos Esportivos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52098&Vale%20Europeu%20Running%20-%201%BA%20Desafio%20Caminhos%20do%20Warnow,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52098&Vale%20Europeu%20Running%20-%201%BA%20Desafio%20Caminhos%20do%20Warnow
SC,,22/02/2026,,10/5km,Esquadrão Adventure,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52431&10%AA%20Corrida%20e%20Caminhada%20Pela%20Vida,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52431&10%AA%20Corrida%20e%20Caminhada%20Pela%20Vida
SC,,22/02/2026,,21/10/5km,Squadra di Alex Eventos Esportivos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=49299&4%AA%20Meia%20Maratona%20Animi%20Serra%20Catarinense,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=49299&4%AA%20Meia%20Maratona%20Animi%20Serra%20Catarinense
SE,,25/01/2026,,10/5km,,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52222&Cest%E3o%20Run%202026,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52222&Cest%E3o%20Run%202026
SE,,25/01/2026,,5/3km,,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52251&Corrida%20Da%20Amizade%20-%209%B0%20Edi%E7%E3o,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52251&Corrida%20Da%20Amizade%20-%209%B0%20Edi%E7%E3o
SE,,05/04/2026,,7km,,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52252&10%B0%20Corrida%20dos%20Amigos%20de%20Porto%20da%20Folha,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52252&10%B0%20Corrida%20dos%20Amigos%20de%20Porto%20da%20Folha
SE,,12/04/2026,,10/7/6km,,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52654&Cactos%20Run%202026,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52654&Cactos%20Run%202026
SE,,10/05/2026,,21/10/5km,TF Sports,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52768&Santander%20Track&Fields%20Run%20Series%20-%20Aracaju%20I,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52768&Santander%20Track&Fields%20Run%20Series%20-%20Aracaju%20I
SE,,17/05/2026,,10/5km,Instituto Eu Vivo Live,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52842,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52842
SE,,17/05/2026,,21/15/5km,,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=46151&Desafio%20dos%20Falc%F5es%20Trail%20Run,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=46151&Desafio%20dos%20Falc%F5es%20Trail%20Run
SE,,11/07/2026,,55/32/10km,André Castro,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=49173&Xing%F3%20Trail%20Run%202026,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=49173&Xing%F3%20Trail%20Run%202026
SE,,26/07/2026,,21/10/5km,Go Bravos Gestão e Marketing Esportivo,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=48025&Meia%20Maratona%20do%20Parque%202026,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=48025&Meia%20Maratona%20do%20Parque%202026
BA,,25/01/2026,,5/3km,,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52057&Trein%E3o%20Jacu%EDpe%20Run,https://www.corridasbr.com.br/ba/mostracorrida.asp?escolha=52057&Trein%E3o%20Jacu%EDpe%20Run
PE,,01/02/2026,,10/5km,Evolve Eventos Esportivos,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51122&3%AA%20Corrida%20do%20Galo%20da%20Madrugada,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51122&3%AA%20Corrida%20do%20Galo%20da%20Madrugada
PE,,01/02/2026,,6km,Corre Tracunhaém,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51816&Corrida%208%B0%20Anivers%E1rio%20do%20Corre%20Tracunha%E9m,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51816&Corrida%208%B0%20Anivers%E1rio%20do%20Corre%20Tracunha%E9m
PE,,08/02/2026,,5km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51586&2%AA%20Corrida%20Run%20BJ,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=51586&2%AA%20Corrida%20Run%20BJ
PE,,15/02/2026,,5km,Equipe Papaleguás,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50040&2%AA%20Corrida%20do%20Papangu,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50040&2%AA%20Corrida%20do%20Papangu
PE,,22/02/2026,,10/5km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52554&Corrida%20das%20Ondas,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52554&Corrida%20das%20Ondas
SC,,22/02/2026,,5km,M8 Runners,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52432&1%AA%20Corrida%20Fome%20de%20Correr,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52432&1%AA%20Corrida%20Fome%20de%20Correr
SE,,13/09/2026,,10/5km,TF Sports,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52789&Santander%20Track&Fields%20Run%20Series%20-%20Aracaju%20I,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52789&Santander%20Track&Fields%20Run%20Series%20-%20Aracaju%20I
SE,,24/10/2026,,10/5km,Norte Marketing Esportivo,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=53070&Night%20Run%202026,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=53070&Night%20Run%202026
SE,,31/10/2026,,,Speed Produções e Eventos,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52590&Maratoninha%20Kids%202026,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52590&Maratoninha%20Kids%202026
SE,,01/11/2026,,42/21/10/5km,Speed Produções e Eventos,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52589&Maratona%20de%20Aracaju%202026,https://www.corridasbr.com.br/se/mostracorrida.asp?escolha=52589&Maratona%20de%20Aracaju%202026
SP,5ª Corrida Novo Rio Pinheiros,03/01/2026,,5km,Saúde Sports,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52994&5%AA%20Corrida%20Novo%20Rio%20Pinheiros,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52994&5%AA%20Corrida%20Novo%20Rio%20Pinheiros
SP,7ª Night Run Pinheiros,03/01/2026,,5km,Saúde Sports,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=50629&7%AA%20Night%20Run%20Pinheiros,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=50629&7%AA%20Night%20Run%20Pinheiros
SP,5ª Corrida da Saúde,04/01/2026,,5km,Saúde Sports,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=50617&5%AA%20Corrida%20da%20Sa%FAde,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=50617&5%AA%20Corrida%20da%20Sa%FAde
SP,Eco Verde - Corrida e Caminhada,04/01/2026,,5km,H Sports,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=49948&Eco%20Verde%20-%20Corrida%20e%20Caminhada,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=49948&Eco%20Verde%20-%20Corrida%20e%20Caminhada
SP,1ª Corrida Off Road de Varpa,04/01/2026,,5km,,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=51370&1%AA%20Corrida%20Off%20Road%20de%20Varpa,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=51370&1%AA%20Corrida%20Off%20Road%20de%20Varpa
SP,Projeto Verão no Clima - Peruibe,08/01/2026,,5km,X3M,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=53083&Projeto%20Ver%E3o%20no%20Clima%20-%20Peruibe,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=53083&Projeto%20Ver%E3o%20no%20Clima%20-%20Peruibe
SP,Projeto Verão no Clima - Bertioga,10/01/2026,,5km,X3M,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=53084&Projeto%20Ver%E3o%20no%20Clima%20-%20Bertioga,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=53084&Projeto%20Ver%E3o%20no%20Clima%20-%20Bertioga
SP,Meu Corre de Aniversário,10/01/2026,,,,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=53085&Meu%20Corre%20de%20Anivers%E1rio,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=53085&Meu%20Corre%20de%20Anivers%E1rio
SP,14ª Night Run Novo Rio Pinheiros,10/01/2026,,5km,Saúde Sports,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52993&14%AA%20Night%20Run%20Novo%20Rio%20Pinheiros,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52993&14%AA%20Night%20Run%20Novo%20Rio%20Pinheiros
SP,Planeta Run 2025,11/01/2026,,"7,7km",AASP Sorocaba,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=44747&Planeta%20Run%202025,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=44747&Planeta%20Run%202025
SP,1ª Corrida São Nicolau,11/01/2026,,5km,,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=49432&1%AA%20Corrida%20S%E3o%20Nicolau,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=49432&1%AA%20Corrida%20S%E3o%20Nicolau
SP,Massa Bruta Run,11/01/2026,,5km,,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52546&Massa%20Bruta%20Run,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52546&Massa%20Bruta%20Run
SP,Corrida e Caminhada A Cidade que faz Amigos,11/01/2026,,6km,Prefeitura Municipal,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52048&Corrida%20e%20Caminhada%20A%20Cidade%20que%20faz%20Amigos,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52048&Corrida%20e%20Caminhada%20A%20Cidade%20que%20faz%20Amigos
SP,São Camilo Run,11/01/2026,,,Casa São Camilo de Léllis,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52344&S%E3o%20Camilo%20Run,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52344&S%E3o%20Camilo%20Run
SP,9ª Corrida Rústica Indaiatuba,11/01/2026,,10/6km,Raveli Sports,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=49927&9%AA%20Corrida%20R%FAstica%20Indaiatuba,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=49927&9%AA%20Corrida%20R%FAstica%20Indaiatuba
SP,Corrida Dirceu Bueno 2026,11/01/2026,,6km,AMA Esportes,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52365&Corrida%20Dirceu%20Bueno%202026,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52365&Corrida%20Dirceu%20Bueno%202026
SP,12ª Corrida do Verde,11/01/2026,,5km,Saúde Sports,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52992&12%AA%20Corrida%20do%20Verde,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52992&12%AA%20Corrida%20do%20Verde
SP,Santander Track&Fields Run Series - Shopping Vila Olímpia I,11/01/2026,,22/10/15km,TF Sports,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=51951&Santander%20Track&Fields%20Run%20Series%20-%20Shopping%20Vila%20Ol%EDmpia%20I,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=51951&Santander%20Track&Fields%20Run%20Series%20-%20Shopping%20Vila%20Ol%EDmpia%20I
SP,1ª Corrida CF Farma,11/01/2026,,5km,SuperAção Eventos,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=51359&1%AA%20Corrida%20CF%20Farma,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=51359&1%AA%20Corrida%20CF%20Farma
SP,1ª Corrida Summer AFC,17/01/2026,,5km,Fidalgo Eventos Esportivos,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52345&1%AA%20Corrida%20Summer%20AFC,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=52345&1%AA%20Corrida%20Summer%20AFC
SP,Corrida em Comemoração ao 494º Aniversário de São Vicente,17/01/2026,,5km,Angra Eventos Esportivos,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=48211&Corrida%20em%20Comemora%E7%E3o%20ao%20494%BA%20Anivers%E1rio%20de%20S%E3o%20Vicente,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=48211&Corrida%20em%20Comemora%E7%E3o%20ao%20494%BA%20Anivers%E1rio%20de%20S%E3o%20Vicente
SP,X-Periment Run,17/01/2026,,8km,High Five Health,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=51569&X-Periment%20Run,https://www.corridasbr.com.br/sp/mostracorrida.asp?escolha=51569&X-Periment%20Run
